Coalicion Civica[NEGATIVO],Concertacion FORJA[POSITIVO],Cordoba Federal[POSITIVO],Cordoba Trabajo y Produccion[AUSENTE],Cultura Educacion y Trabajo[AUSENTE],Elijo Catamarca[EMPATE],Evolucion Radical[AUSENTE],Federal Unidos por una Nueva Argentina[POSITIVO],Frente Civico por Santiago[EMPATE],Frente de la Concordia Misionero[POSITIVO],Frente para la Victoria - PJ[POSITIVO],Fte. Civico y Social de Catamarca[AUSENTE],Fte. de Izquierda y de los Trabajadores[POSITIVO],Justicialista[POSITIVO],Justicialista por Tucuman[POSITIVO],Libres del Sur[AUSENTE],Movimiento Popular Neuquino[AUSENTE],Nuevo Espacio Santafesino[POSITIVO],Partido Bloquista de San Juan[POSITIVO],Partido Intransigente de Mendoza[POSITIVO],Partido por la Justicia Social[NEGATIVO],Partido Socialista[POSITIVO],Peronismo para la Victoria[POSITIVO],Primero Argentina[AUSENTE],PRO[NEGATIVO],PTS - Frente de Izquierda[POSITIVO],Salta Somos Todos[AUSENTE],Somos Mendoza[AUSENTE],Somos San Juan[POSITIVO],Todos Juntos por San Juan[POSITIVO],Trabajo y Dignidad[POSITIVO],Unidad Justicialista[POSITIVO],Union Civica Radical[NEGATIVO],Buenos Aires[POSITIVO],C.A.B.A.[NEGATIVO],Catamarca[EMPATE],Chaco[EMPATE],Chubut[POSITIVO],Cordoba[NEGATIVO],Corrientes[EMPATE],Entre Rios[NEGATIVO],Formosa[POSITIVO],Jujuy[POSITIVO],La Pampa[POSITIVO],La Rioja[EMPATE],Mendoza[NEGATIVO],Misiones[POSITIVO],Neuquen[EMPATE],Rio Negro[EMPATE],Salta[AUSENTE],San Juan[POSITIVO],San Luis[POSITIVO],Santa Cruz[EMPATE],Santa Fe[EMPATE],Santiago del Estero[EMPATE],Tierra del Fuego[POSITIVO],Tucuman[EMPATE]
Coalicion Civica[NEGATIVO],Concertacion FORJA[AUSENTE],Cordoba Federal[POSITIVO],Cordoba Trabajo y Produccion[AUSENTE],Cultura Educacion y Trabajo[AUSENTE],Elijo Catamarca[POSITIVO],Evolucion Radical[AUSENTE],Federal Unidos por una Nueva Argentina[POSITIVO],Frente Civico por Santiago[EMPATE],Frente de la Concordia Misionero[POSITIVO],Frente para la Victoria - PJ[POSITIVO],Fte. Civico y Social de Catamarca[AUSENTE],Fte. de Izquierda y de los Trabajadores[POSITIVO],Justicialista[POSITIVO],Justicialista por Tucuman[POSITIVO],Libres del Sur[AUSENTE],Movimiento Popular Neuquino[NEGATIVO],Nuevo Espacio Santafesino[AUSENTE],Partido Bloquista de San Juan[POSITIVO],Partido Intransigente de Mendoza[POSITIVO],Partido por la Justicia Social[NEGATIVO],Partido Socialista[NEGATIVO],Peronismo para la Victoria[POSITIVO],Primero Argentina[AUSENTE],PRO[NEGATIVO],PTS - Frente de Izquierda[POSITIVO],Salta Somos Todos[AUSENTE],Somos Mendoza[AUSENTE],Somos San Juan[POSITIVO],Todos Juntos por San Juan[POSITIVO],Trabajo y Dignidad[POSITIVO],Unidad Justicialista[POSITIVO],Union Civica Radical[NEGATIVO],Buenos Aires[POSITIVO],C.A.B.A.[NEGATIVO],Catamarca[POSITIVO],Chaco[NEGATIVO],Chubut[POSITIVO],Cordoba[NEGATIVO],Corrientes[NEGATIVO],Entre Rios[NEGATIVO],Formosa[POSITIVO],Jujuy[POSITIVO],La Pampa[POSITIVO],La Rioja[NEGATIVO],Mendoza[NEGATIVO],Misiones[POSITIVO],Neuquen[NEGATIVO],Rio Negro[AUSENTE],Salta[AUSENTE],San Juan[POSITIVO],San Luis[POSITIVO],Santa Cruz[EMPATE],Santa Fe[NEGATIVO],Santiago del Estero[EMPATE],Tierra del Fuego[POSITIVO],Tucuman[EMPATE]
Coalicion Civica[NEGATIVO],Concertacion FORJA[AUSENTE],Cordoba Federal[POSITIVO],Cordoba Trabajo y Produccion[AUSENTE],Cultura Educacion y Trabajo[AUSENTE],Elijo Catamarca[AUSENTE],Evolucion Radical[NEGATIVO],Federal Unidos por una Nueva Argentina[POSITIVO],Frente Civico por Santiago[EMPATE],Frente de la Concordia Misionero[AUSENTE],Frente para la Victoria - PJ[POSITIVO],Fte. Civico y Social de Catamarca[AUSENTE],Fte. de Izquierda y de los Trabajadores[POSITIVO],Justicialista[POSITIVO],Justicialista por Tucuman[POSITIVO],Libres del Sur[AUSENTE],Movimiento Popular Neuquino[NEGATIVO],Nuevo Espacio Santafesino[AUSENTE],Partido Bloquista de San Juan[POSITIVO],Partido Intransigente de Mendoza[POSITIVO],Partido por la Justicia Social[NEGATIVO],Partido Socialista[POSITIVO],Peronismo para la Victoria[POSITIVO],Primero Argentina[AUSENTE],PRO[NEGATIVO],PTS - Frente de Izquierda[POSITIVO],Salta Somos Todos[AUSENTE],Somos Mendoza[AUSENTE],Somos San Juan[POSITIVO],Todos Juntos por San Juan[POSITIVO],Trabajo y Dignidad[POSITIVO],Unidad Justicialista[POSITIVO],Union Civica Radical[NEGATIVO],Buenos Aires[POSITIVO],C.A.B.A.[NEGATIVO],Catamarca[AUSENTE],Chaco[NEGATIVO],Chubut[POSITIVO],Cordoba[AUSENTE],Corrientes[NEGATIVO],Entre Rios[NEGATIVO],Formosa[POSITIVO],Jujuy[POSITIVO],La Pampa[POSITIVO],La Rioja[EMPATE],Mendoza[NEGATIVO],Misiones[EMPATE],Neuquen[NEGATIVO],Rio Negro[AUSENTE],Salta[AUSENTE],San Juan[POSITIVO],San Luis[POSITIVO],Santa Cruz[EMPATE],Santa Fe[EMPATE],Santiago del Estero[EMPATE],Tierra del Fuego[POSITIVO],Tucuman[EMPATE]
Coalicion Civica[POSITIVO],Concertacion FORJA[POSITIVO],Cordoba Federal[POSITIVO],Cordoba Trabajo y Produccion[AUSENTE],Cultura Educacion y Trabajo[AUSENTE],Elijo Catamarca[POSITIVO],Evolucion Radical[POSITIVO],Federal Unidos por una Nueva Argentina[POSITIVO],Frente Civico por Santiago[AUSENTE],Frente de la Concordia Misionero[POSITIVO],Frente para la Victoria - PJ[POSITIVO],Fte. Civico y Social de Catamarca[AUSENTE],Fte. de Izquierda y de los Trabajadores[POSITIVO],Justicialista[POSITIVO],Justicialista por Tucuman[POSITIVO],Libres del Sur[POSITIVO],Movimiento Popular Neuquino[POSITIVO],Nuevo Espacio Santafesino[AUSENTE],Partido Bloquista de San Juan[AUSENTE],Partido Intransigente de Mendoza[POSITIVO],Partido por la Justicia Social[POSITIVO],Partido Socialista[POSITIVO],Peronismo para la Victoria[EMPATE],Primero Argentina[AUSENTE],PRO[POSITIVO],PTS - Frente de Izquierda[POSITIVO],Salta Somos Todos[AUSENTE],Somos Mendoza[POSITIVO],Somos San Juan[POSITIVO],Todos Juntos por San Juan[POSITIVO],Trabajo y Dignidad[POSITIVO],Unidad Justicialista[POSITIVO],Union Civica Radical[POSITIVO],Buenos Aires[POSITIVO],C.A.B.A.[POSITIVO],Catamarca[POSITIVO],Chaco[POSITIVO],Chubut[POSITIVO],Cordoba[POSITIVO],Corrientes[POSITIVO],Entre Rios[POSITIVO],Formosa[POSITIVO],Jujuy[POSITIVO],La Pampa[POSITIVO],La Rioja[POSITIVO],Mendoza[POSITIVO],Misiones[POSITIVO],Neuquen[POSITIVO],Rio Negro[POSITIVO],Salta[AUSENTE],San Juan[POSITIVO],San Luis[POSITIVO],Santa Cruz[AUSENTE],Santa Fe[POSITIVO],Santiago del Estero[AUSENTE],Tierra del Fuego[POSITIVO],Tucuman[POSITIVO]
Coalicion Civica[POSITIVO],Concertacion FORJA[POSITIVO],Cordoba Federal[POSITIVO],Cordoba Trabajo y Produccion[AUSENTE],Cultura Educacion y Trabajo[AUSENTE],Elijo Catamarca[EMPATE],Evolucion Radical[POSITIVO],Federal Unidos por una Nueva Argentina[POSITIVO],Frente Civico por Santiago[EMPATE],Frente de la Concordia Misionero[POSITIVO],Frente para la Victoria - PJ[POSITIVO],Fte. Civico y Social de Catamarca[AUSENTE],Fte. de Izquierda y de los Trabajadores[NEGATIVO],Justicialista[POSITIVO],Justicialista por Tucuman[POSITIVO],Libres del Sur[NEGATIVO],Movimiento Popular Neuquino[POSITIVO],Nuevo Espacio Santafesino[AUSENTE],Partido Bloquista de San Juan[AUSENTE],Partido Intransigente de Mendoza[POSITIVO],Partido por la Justicia Social[POSITIVO],Partido Socialista[POSITIVO],Peronismo para la Victoria[NEGATIVO],Primero Argentina[AUSENTE],PRO[POSITIVO],PTS - Frente de Izquierda[NEGATIVO],Salta Somos Todos[AUSENTE],Somos Mendoza[POSITIVO],Somos San Juan[POSITIVO],Todos Juntos por San Juan[POSITIVO],Trabajo y Dignidad[POSITIVO],Unidad Justicialista[POSITIVO],Union Civica Radical[POSITIVO],Buenos Aires[POSITIVO],C.A.B.A.[POSITIVO],Catamarca[POSITIVO],Chaco[POSITIVO],Chubut[EMPATE],Cordoba[POSITIVO],Corrientes[POSITIVO],Entre Rios[POSITIVO],Formosa[POSITIVO],Jujuy[POSITIVO],La Pampa[POSITIVO],La Rioja[POSITIVO],Mendoza[POSITIVO],Misiones[POSITIVO],Neuquen[POSITIVO],Rio Negro[POSITIVO],Salta[AUSENTE],San Juan[POSITIVO],San Luis[POSITIVO],Santa Cruz[AUSENTE],Santa Fe[POSITIVO],Santiago del Estero[POSITIVO],Tierra del Fuego[POSITIVO],Tucuman[POSITIVO]
Coalicion Civica[POSITIVO],Concertacion FORJA[POSITIVO],Cordoba Federal[POSITIVO],Cordoba Trabajo y Produccion[AUSENTE],Cultura Educacion y Trabajo[AUSENTE],Elijo Catamarca[POSITIVO],Evolucion Radical[POSITIVO],Federal Unidos por una Nueva Argentina[POSITIVO],Frente Civico por Santiago[EMPATE],Frente de la Concordia Misionero[POSITIVO],Frente para la Victoria - PJ[POSITIVO],Fte. Civico y Social de Catamarca[AUSENTE],Fte. de Izquierda y de los Trabajadores[ABSTENCION],Justicialista[POSITIVO],Justicialista por Tucuman[POSITIVO],Libres del Sur[POSITIVO],Movimiento Popular Neuquino[POSITIVO],Nuevo Espacio Santafesino[AUSENTE],Partido Bloquista de San Juan[AUSENTE],Partido Intransigente de Mendoza[POSITIVO],Partido por la Justicia Social[POSITIVO],Partido Socialista[POSITIVO],Peronismo para la Victoria[POSITIVO],Primero Argentina[AUSENTE],PRO[POSITIVO],PTS - Frente de Izquierda[ABSTENCION],Salta Somos Todos[AUSENTE],Somos Mendoza[POSITIVO],Somos San Juan[POSITIVO],Todos Juntos por San Juan[POSITIVO],Trabajo y Dignidad[POSITIVO],Unidad Justicialista[POSITIVO],Union Civica Radical[POSITIVO],Buenos Aires[POSITIVO],C.A.B.A.[POSITIVO],Catamarca[POSITIVO],Chaco[POSITIVO],Chubut[POSITIVO],Cordoba[POSITIVO],Corrientes[POSITIVO],Entre Rios[POSITIVO],Formosa[POSITIVO],Jujuy[POSITIVO],La Pampa[POSITIVO],La Rioja[POSITIVO],Mendoza[POSITIVO],Misiones[POSITIVO],Neuquen[POSITIVO],Rio Negro[POSITIVO],Salta[AUSENTE],San Juan[POSITIVO],San Luis[POSITIVO],Santa Cruz[AUSENTE],Santa Fe[POSITIVO],Santiago del Estero[POSITIVO],Tierra del Fuego[POSITIVO],Tucuman[POSITIVO]
Coalicion Civica[POSITIVO],Concertacion FORJA[ABSTENCION],Cordoba Federal[POSITIVO],Cordoba Trabajo y Produccion[AUSENTE],Cultura Educacion y Trabajo[AUSENTE],Elijo Catamarca[POSITIVO],Evolucion Radical[POSITIVO],Federal Unidos por una Nueva Argentina[POSITIVO],Frente Civico por Santiago[EMPATE],Frente de la Concordia Misionero[POSITIVO],Frente para la Victoria - PJ[ABSTENCION],Fte. Civico y Social de Catamarca[AUSENTE],Fte. de Izquierda y de los Trabajadores[ABSTENCION],Justicialista[POSITIVO],Justicialista por Tucuman[POSITIVO],Libres del Sur[ABSTENCION],Movimiento Popular Neuquino[POSITIVO],Nuevo Espacio Santafesino[AUSENTE],Partido Bloquista de San Juan[AUSENTE],Partido Intransigente de Mendoza[POSITIVO],Partido por la Justicia Social[POSITIVO],Partido Socialista[POSITIVO],Peronismo para la Victoria[ABSTENCION],Primero Argentina[AUSENTE],PRO[POSITIVO],PTS - Frente de Izquierda[ABSTENCION],Salta Somos Todos[AUSENTE],Somos Mendoza[ABSTENCION],Somos San Juan[POSITIVO],Todos Juntos por San Juan[POSITIVO],Trabajo y Dignidad[POSITIVO],Unidad Justicialista[POSITIVO],Union Civica Radical[POSITIVO],Buenos Aires[POSITIVO],C.A.B.A.[POSITIVO],Catamarca[POSITIVO],Chaco[POSITIVO],Chubut[EMPATE],Cordoba[POSITIVO],Corrientes[POSITIVO],Entre Rios[POSITIVO],Formosa[ABSTENCION],Jujuy[POSITIVO],La Pampa[POSITIVO],La Rioja[POSITIVO],Mendoza[POSITIVO],Misiones[POSITIVO],Neuquen[POSITIVO],Rio Negro[EMPATE],Salta[AUSENTE],San Juan[POSITIVO],San Luis[POSITIVO],Santa Cruz[AUSENTE],Santa Fe[POSITIVO],Santiago del Estero[POSITIVO],Tierra del Fuego[ABSTENCION],Tucuman[POSITIVO]
Coalicion Civica[POSITIVO],Concertacion FORJA[POSITIVO],Cordoba Federal[POSITIVO],Cordoba Trabajo y Produccion[AUSENTE],Cultura Educacion y Trabajo[AUSENTE],Elijo Catamarca[POSITIVO],Evolucion Radical[POSITIVO],Federal Unidos por una Nueva Argentina[POSITIVO],Frente Civico por Santiago[EMPATE],Frente de la Concordia Misionero[POSITIVO],Frente para la Victoria - PJ[POSITIVO],Fte. Civico y Social de Catamarca[AUSENTE],Fte. de Izquierda y de los Trabajadores[NEGATIVO],Justicialista[POSITIVO],Justicialista por Tucuman[POSITIVO],Libres del Sur[POSITIVO],Movimiento Popular Neuquino[POSITIVO],Nuevo Espacio Santafesino[AUSENTE],Partido Bloquista de San Juan[AUSENTE],Partido Intransigente de Mendoza[POSITIVO],Partido por la Justicia Social[POSITIVO],Partido Socialista[POSITIVO],Peronismo para la Victoria[POSITIVO],Primero Argentina[AUSENTE],PRO[POSITIVO],PTS - Frente de Izquierda[NEGATIVO],Salta Somos Todos[AUSENTE],Somos Mendoza[POSITIVO],Somos San Juan[POSITIVO],Todos Juntos por San Juan[POSITIVO],Trabajo y Dignidad[POSITIVO],Unidad Justicialista[POSITIVO],Union Civica Radical[POSITIVO],Buenos Aires[POSITIVO],C.A.B.A.[POSITIVO],Catamarca[POSITIVO],Chaco[POSITIVO],Chubut[POSITIVO],Cordoba[POSITIVO],Corrientes[POSITIVO],Entre Rios[POSITIVO],Formosa[POSITIVO],Jujuy[POSITIVO],La Pampa[POSITIVO],La Rioja[POSITIVO],Mendoza[POSITIVO],Misiones[POSITIVO],Neuquen[POSITIVO],Rio Negro[POSITIVO],Salta[AUSENTE],San Juan[POSITIVO],San Luis[POSITIVO],Santa Cruz[AUSENTE],Santa Fe[POSITIVO],Santiago del Estero[POSITIVO],Tierra del Fuego[POSITIVO],Tucuman[POSITIVO]
Coalicion Civica[POSITIVO],Concertacion FORJA[POSITIVO],Cordoba Federal[POSITIVO],Cordoba Trabajo y Produccion[AUSENTE],Cultura Educacion y Trabajo[AUSENTE],Elijo Catamarca[POSITIVO],Evolucion Radical[POSITIVO],Federal Unidos por una Nueva Argentina[POSITIVO],Frente Civico por Santiago[EMPATE],Frente de la Concordia Misionero[POSITIVO],Frente para la Victoria - PJ[POSITIVO],Fte. Civico y Social de Catamarca[AUSENTE],Fte. de Izquierda y de los Trabajadores[POSITIVO],Justicialista[POSITIVO],Justicialista por Tucuman[POSITIVO],Libres del Sur[POSITIVO],Movimiento Popular Neuquino[POSITIVO],Nuevo Espacio Santafesino[AUSENTE],Partido Bloquista de San Juan[AUSENTE],Partido Intransigente de Mendoza[POSITIVO],Partido por la Justicia Social[POSITIVO],Partido Socialista[POSITIVO],Peronismo para la Victoria[POSITIVO],Primero Argentina[AUSENTE],PRO[POSITIVO],PTS - Frente de Izquierda[POSITIVO],Salta Somos Todos[AUSENTE],Somos Mendoza[POSITIVO],Somos San Juan[POSITIVO],Todos Juntos por San Juan[POSITIVO],Trabajo y Dignidad[POSITIVO],Unidad Justicialista[POSITIVO],Union Civica Radical[POSITIVO],Buenos Aires[POSITIVO],C.A.B.A.[POSITIVO],Catamarca[POSITIVO],Chaco[POSITIVO],Chubut[POSITIVO],Cordoba[POSITIVO],Corrientes[POSITIVO],Entre Rios[POSITIVO],Formosa[POSITIVO],Jujuy[POSITIVO],La Pampa[POSITIVO],La Rioja[POSITIVO],Mendoza[POSITIVO],Misiones[POSITIVO],Neuquen[POSITIVO],Rio Negro[POSITIVO],Salta[AUSENTE],San Juan[POSITIVO],San Luis[POSITIVO],Santa Cruz[AUSENTE],Santa Fe[POSITIVO],Santiago del Estero[POSITIVO],Tierra del Fuego[POSITIVO],Tucuman[POSITIVO]
Coalicion Civica[POSITIVO],Concertacion FORJA[POSITIVO],Cordoba Federal[POSITIVO],Cordoba Trabajo y Produccion[AUSENTE],Cultura Educacion y Trabajo[AUSENTE],Elijo Catamarca[EMPATE],Evolucion Radical[POSITIVO],Federal Unidos por una Nueva Argentina[POSITIVO],Frente Civico por Santiago[EMPATE],Frente de la Concordia Misionero[POSITIVO],Frente para la Victoria - PJ[POSITIVO],Fte. Civico y Social de Catamarca[AUSENTE],Fte. de Izquierda y de los Trabajadores[AUSENTE],Justicialista[POSITIVO],Justicialista por Tucuman[POSITIVO],Libres del Sur[POSITIVO],Movimiento Popular Neuquino[POSITIVO],Nuevo Espacio Santafesino[AUSENTE],Partido Bloquista de San Juan[AUSENTE],Partido Intransigente de Mendoza[POSITIVO],Partido por la Justicia Social[POSITIVO],Partido Socialista[POSITIVO],Peronismo para la Victoria[POSITIVO],Primero Argentina[AUSENTE],PRO[POSITIVO],PTS - Frente de Izquierda[POSITIVO],Salta Somos Todos[AUSENTE],Somos Mendoza[POSITIVO],Somos San Juan[POSITIVO],Todos Juntos por San Juan[POSITIVO],Trabajo y Dignidad[AUSENTE],Unidad Justicialista[POSITIVO],Union Civica Radical[POSITIVO],Buenos Aires[POSITIVO],C.A.B.A.[POSITIVO],Catamarca[POSITIVO],Chaco[POSITIVO],Chubut[POSITIVO],Cordoba[POSITIVO],Corrientes[POSITIVO],Entre Rios[POSITIVO],Formosa[POSITIVO],Jujuy[POSITIVO],La Pampa[POSITIVO],La Rioja[POSITIVO],Mendoza[POSITIVO],Misiones[POSITIVO],Neuquen[POSITIVO],Rio Negro[POSITIVO],Salta[AUSENTE],San Juan[POSITIVO],San Luis[POSITIVO],Santa Cruz[AUSENTE],Santa Fe[POSITIVO],Santiago del Estero[POSITIVO],Tierra del Fuego[POSITIVO],Tucuman[POSITIVO]
